ID;Ürün Adı;Kategori;Alt Kategori;Hizmet Türü;Fiyat (TL);Popüler
ceket-nubuk-batch3;CEKET NUBUK;ozel-temizleme;canta-ayakkabi;yikama;2000;EVET
ceket-nubuk-batch3;CEKET NUBUK;ozel-temizleme;canta-ayakkabi;boyama;3000;HAYIR
mont-nubuk-batch3;MONT NUBUK;ozel-temizleme;canta-ayakkabi;kuru-temizleme;2000;EVET
mont-nubuk-batch3;MONT NUBUK;ozel-temizleme;canta-ayakkabi;utuleme;1000;HAYIR
mont-nubuk-batch3;MONT NUBUK;ozel-temizleme;canta-ayakkabi;yikama;2000;EVET
hali-maki-ne-batch3;HALI MAKİNE;ev-tekstili;hali-kilim;hali-yikama;200;EVET
hali-nepal-batch3;HALI NEPAL;ev-tekstili;hali-kilim;hali-yikama;450;EVET
hali-shagy-batch3;HALI SHAGY;ev-tekstili;hali-kilim;hali-yikama;350;EVET
hali-step-batch3;HALI STEP;ev-tekstili;hali-kilim;hali-yikama;450;EVET
hali-maki-ne-y-n-batch3;HALI MAKİNE YÜNÜ;ev-tekstili;hali-kilim;hali-yikama;300;EVET
battani-ye-batch3;BATTANİYE;ev-tekstili;yatak-takimi;kuru-temizleme;750;EVET
battani-ye-batch3;BATTANİYE;ev-tekstili;yatak-takimi;utuleme;350;HAYIR
battani-ye-batch3;BATTANİYE;ev-tekstili;yatak-takimi;yikama;750;EVET
bornoz-batch3;BORNOZ;ev-tekstili;yatak-takimi;kuru-temizleme;450;EVET
bornoz-batch3;BORNOZ;ev-tekstili;yatak-takimi;utuleme;200;HAYIR
bornoz-batch3;BORNOZ;ev-tekstili;yatak-takimi;yikama;400;EVET
boxer-batch3;BOXER;erkek-giyim;erkek-ust-giyim;kuru-temizleme;150;EVET
boxer-batch3;BOXER;erkek-giyim;erkek-ust-giyim;utuleme;100;HAYIR
boxer-batch3;BOXER;erkek-giyim;erkek-ust-giyim;yikama;150;EVET
ar-af-batch3;ÇARŞAF;ev-tekstili;yatak-takimi;kuru-temizleme;350;EVET
ar-af-batch3;ÇARŞAF;ev-tekstili;yatak-takimi;yikama;350;EVET
ocuk-elbi-se-batch3;ÇOCUK ELBİSE;cocuk-giyim;cocuk-ozel-gunler;kuru-temizleme;500;EVET
ocuk-elbi-se-batch3;ÇOCUK ELBİSE;cocuk-giyim;cocuk-ozel-gunler;utuleme;250;HAYIR
ocuk-elbi-se-batch3;ÇOCUK ELBİSE;cocuk-giyim;cocuk-ozel-gunler;yikama;500;EVET
ocuk-elbi-se-batch3;ÇOCUK ELBİSE;cocuk-giyim;cocuk-ozel-gunler;boyama;750;HAYIR
orap-batch3;ÇORAP;erkek-giyim;erkek-ust-giyim;kuru-temizleme;100;EVET
orap-batch3;ÇORAP;erkek-giyim;erkek-ust-giyim;utuleme;50;HAYIR
orap-batch3;ÇORAP;erkek-giyim;erkek-ust-giyim;yikama;100;EVET
c-bbe-kep-batch3;CÜBBE - KEP;erkek-giyim;erkek-ust-giyim;kuru-temizleme;750;EVET
c-bbe-kep-batch3;CÜBBE - KEP;erkek-giyim;erkek-ust-giyim;utuleme;400;HAYIR
c-bbe-kep-batch3;CÜBBE - KEP;erkek-giyim;erkek-ust-giyim;yikama;750;EVET
havlu-b-y-k-batch3;HAVLU BÜYÜK;ev-tekstili;yatak-takimi;kuru-temizleme;350;EVET
havlu-b-y-k-batch4;HAVLU BÜYÜK;ev-tekstili;yatak-takimi;utuleme;200;HAYIR
havlu-b-y-k-batch4;HAVLU BÜYÜK;ev-tekstili;yatak-takimi;yikama;350;EVET
havlu-k-k-batch4;HAVLU KÜÇÜK;ev-tekstili;yatak-takimi;kuru-temizleme;250;EVET
havlu-k-k-batch4;HAVLU KÜÇÜK;ev-tekstili;yatak-takimi;utuleme;150;HAYIR
havlu-k-k-batch4;HAVLU KÜÇÜK;ev-tekstili;yatak-takimi;yikama;250;EVET
kaz-t-y-yastik-batch4;KAZ TÜYÜ YASTIK;ev-tekstili;yatak-takimi;kuru-temizleme;750;EVET
kaz-t-y-yastik-batch4;KAZ TÜYÜ YASTIK;ev-tekstili;yatak-takimi;yikama;750;EVET
nevresi-m-takimi-batch4;NEVRESİM TAKIMI;ev-tekstili;yatak-takimi;kuru-temizleme;1200;EVET
nevresi-m-takimi-batch4;NEVRESİM TAKIMI;ev-tekstili;yatak-takimi;utuleme;600;HAYIR
nevresi-m-takimi-batch4;NEVRESİM TAKIMI;ev-tekstili;yatak-takimi;yikama;1200;EVET
perde-kadi-fe-batch4;PERDE KADİFE;ev-tekstili;perde-tul;kuru-temizleme;150;EVET
perde-kadi-fe-batch4;PERDE KADİFE;ev-tekstili;perde-tul;utuleme;100;HAYIR
perde-kadi-fe-batch4;PERDE KADİFE;ev-tekstili;perde-tul;yikama;150;EVET
perde-stor-st-dahi-l-batch4;PERDE STOR ST DAHİL;ev-tekstili;perde-tul;kuru-temizleme;300;EVET
perde-stor-st-dahi-l-batch4;PERDE STOR ST DAHİL;ev-tekstili;perde-tul;utuleme;150;HAYIR
perde-stor-st-dahi-l-batch4;PERDE STOR ST DAHİL;ev-tekstili;perde-tul;yikama;300;EVET
perde-stor-st-hari-batch4;PERDE STOR ST HARİÇ;ev-tekstili;perde-tul;kuru-temizleme;250;EVET
perde-stor-st-hari-batch4;PERDE STOR ST HARİÇ;ev-tekstili;perde-tul;yikama;250;EVET
perde-katlmali-st-dahi-l-batch4;PERDE KATLMALI ST DAHİL;ev-tekstili;perde-tul;kuru-temizleme;400;EVET
perde-katlmali-st-dahi-l-batch4;PERDE KATLMALI ST DAHİL;ev-tekstili;perde-tul;utuleme;200;HAYIR
perde-katlmali-st-dahi-l-batch4;PERDE KATLMALI ST DAHİL;ev-tekstili;perde-tul;yikama;400;EVET
perde-katlmali-st-hari-batch4;PERDE KATLMALI ST HARİÇ;ev-tekstili;perde-tul;kuru-temizleme;300;EVET
perde-katlmali-st-hari-batch4;PERDE KATLMALI ST HARİÇ;ev-tekstili;perde-tul;utuleme;150;HAYIR
perde-katlmali-st-hari-batch4;PERDE KATLMALI ST HARİÇ;ev-tekstili;perde-tul;yikama;300;EVET
perde-t-l-b-y-k-batch4;PERDE TÜL BÜYÜK;ev-tekstili;perde-tul;kuru-temizleme;1200;EVET
perde-t-l-b-y-k-batch4;PERDE TÜL BÜYÜK;ev-tekstili;perde-tul;utuleme;600;HAYIR
perde-t-l-b-y-k-batch4;PERDE TÜL BÜYÜK;ev-tekstili;perde-tul;yikama;1200;EVET
perde-t-l-k-k-batch4;PERDE TÜL KÜÇÜK;ev-tekstili;perde-tul;kuru-temizleme;750;EVET
perde-t-l-k-k-batch4;PERDE TÜL KÜÇÜK;ev-tekstili;perde-tul;utuleme;400;HAYIR
perde-t-l-k-k-batch4;PERDE TÜL KÜÇÜK;ev-tekstili;perde-tul;yikama;750;EVET
perde-t-l-orta-batch4;PERDE TÜL ORTA;ev-tekstili;perde-tul;kuru-temizleme;1000;EVET
perde-t-l-orta-batch4;PERDE TÜL ORTA;ev-tekstili;perde-tul;utuleme;500;HAYIR
perde-t-l-orta-batch4;PERDE TÜL ORTA;ev-tekstili;perde-tul;yikama;1000;EVET
perde-zebra-st-dahi-l-batch4;PERDE ZEBRA ST DAHİL;ev-tekstili;perde-tul;kuru-temizleme;300;EVET
perde-zebra-st-dahi-l-batch4;PERDE ZEBRA ST DAHİL;ev-tekstili;perde-tul;yikama;250;EVET
perde-zebra-st-hari-batch4;PERDE ZEBRA ST HARİÇ;ev-tekstili;perde-tul;kuru-temizleme;300;EVET
perde-zebra-st-hari-batch4;PERDE ZEBRA ST HARİÇ;ev-tekstili;perde-tul;yikama;250;EVET
perde-keten-batch4;PERDE KETEN;ev-tekstili;perde-tul;kuru-temizleme;150;EVET
perde-keten-batch4;PERDE KETEN;ev-tekstili;perde-tul;utuleme;100;HAYIR
perde-keten-batch4;PERDE KETEN;ev-tekstili;perde-tul;yikama;150;EVET
perde-saten-batch4;PERDE SATEN;ev-tekstili;perde-tul;kuru-temizleme;200;EVET
perde-saten-batch4;PERDE SATEN;ev-tekstili;perde-tul;utuleme;100;HAYIR
perde-saten-batch4;PERDE SATEN;ev-tekstili;perde-tul;yikama;200;EVET
etek-pi-leli-batch4;ETEK PİLELİ;kadin-giyim;kadin-ust-giyim;kuru-temizleme;500;EVET
etek-pi-leli-batch4;ETEK PİLELİ;kadin-giyim;kadin-ust-giyim;utuleme;300;HAYIR
etek-pi-leli-batch4;ETEK PİLELİ;kadin-giyim;kadin-ust-giyim;yikama;500;EVET
si-moki-n-batch4;SİMOKİN;erkek-giyim;erkek-takim-elbise;kuru-temizleme;1250;EVET
si-moki-n-batch4;SİMOKİN;erkek-giyim;erkek-takim-elbise;utuleme;750;HAYIR
si-moki-n-batch4;SİMOKİN;erkek-giyim;erkek-takim-elbise;yikama;1250;EVET
ort-batch4;ŞORT;erkek-giyim;erkek-alt-giyim;kuru-temizleme;300;EVET
ort-batch4;ŞORT;erkek-giyim;erkek-alt-giyim;utuleme;150;HAYIR
ort-batch4;ŞORT;erkek-giyim;erkek-alt-giyim;yikama;300;EVET
yastik-batch4;YASTIK;ev-tekstili;yatak-takimi;kuru-temizleme;450;EVET
yastik-batch4;YASTIK;ev-tekstili;yatak-takimi;utuleme;200;HAYIR
yastik-batch4;YASTIK;ev-tekstili;yatak-takimi;yikama;450;EVET
yastik-y-z-batch4;YASTIK YÜZÜ;ev-tekstili;yatak-takimi;kuru-temizleme;250;EVET
yastik-y-z-batch4;YASTIK YÜZÜ;ev-tekstili;yatak-takimi;hali-yikama;400;HAYIR
yatak-rt-s-g-nl-k-batch4;YATAK ÖRTÜSÜ GÜNLÜK;ev-tekstili;yatak-takimi;kuru-temizleme;750;EVET
yatak-rt-s-g-nl-k-batch4;YATAK ÖRTÜSÜ GÜNLÜK;ev-tekstili;yatak-takimi;utuleme;400;HAYIR
yatak-rt-s-g-nl-k-batch4;YATAK ÖRTÜSÜ GÜNLÜK;ev-tekstili;yatak-takimi;yikama;750;EVET
yatak-rt-s-zel-batch4;YATAK ÖRTÜSÜ ÖZEL;ev-tekstili;yatak-takimi;kuru-temizleme;1500;EVET
yatak-rt-s-zel-batch4;YATAK ÖRTÜSÜ ÖZEL;ev-tekstili;yatak-takimi;yikama;1500;EVET
yorgan-elyaf-k-batch4;YORGAN ELYAF ÇK;ev-tekstili;yatak-takimi;kuru-temizleme;750;EVET
yorgan-elyaf-k-batch4;YORGAN ELYAF ÇK;ev-tekstili;yatak-takimi;yikama;750;EVET
yorgan-elyaf-tk-batch4;YORGAN ELYAF TK;ev-tekstili;yatak-takimi;kuru-temizleme;750;EVET
yorgan-elyaf-tk-batch4;YORGAN ELYAF TK;ev-tekstili;yatak-takimi;yikama;750;EVET
yorgan-kaz-t-y-batch4;YORGAN KAZ TÜYÜ;ev-tekstili;yatak-takimi;kuru-temizleme;1200;EVET
yorgan-kaz-t-y-batch4;YORGAN KAZ TÜYÜ;ev-tekstili;yatak-takimi;yikama;1200;EVET
yorgan-y-z-batch4;YORGAN YÜZÜ;ev-tekstili;yatak-takimi;kuru-temizleme;500;EVET
yorgan-y-z-batch4;YORGAN YÜZÜ;ev-tekstili;yatak-takimi;utuleme;300;HAYIR
yorgan-y-z-batch4;YORGAN YÜZÜ;ev-tekstili;yatak-takimi;yikama;300;EVET
yorgan-pamuk-y-n-batch4;YORGAN PAMUK-YÜN;ev-tekstili;yatak-takimi;kuru-temizleme;850;EVET
yorgan-pamuk-y-n-batch4;YORGAN PAMUK-YÜN;ev-tekstili;yatak-takimi;yikama;850;EVET
havlu-batch4;HAVLU;ev-tekstili;yatak-takimi;kuru-temizleme;150;EVET
havlu-batch4;HAVLU;ev-tekstili;yatak-takimi;utuleme;100;HAYIR
havlu-batch4;HAVLU;ev-tekstili;yatak-takimi;yikama;150;EVET
battani-ye-battal-batch4;BATTANİYE BATTAL;ev-tekstili;yatak-takimi;kuru-temizleme;800;EVET
battani-ye-battal-batch4;BATTANİYE BATTAL;ev-tekstili;yatak-takimi;yikama;800;EVET
ocuk-abi-ye-batch4;ÇOCUK ABİYE;cocuk-giyim;cocuk-ozel-gunler;kuru-temizleme;750;EVET
ocuk-abi-ye-batch4;ÇOCUK ABİYE;cocuk-giyim;cocuk-ozel-gunler;utuleme;400;HAYIR
ocuk-abi-ye-batch4;ÇOCUK ABİYE;cocuk-giyim;cocuk-ozel-gunler;yikama;750;EVET
hirka-batch4;HIRKA;kadin-giyim;kadin-ust-giyim;kuru-temizleme;400;EVET
hirka-batch4;HIRKA;kadin-giyim;kadin-ust-giyim;utuleme;150;HAYIR
hirka-batch4;HIRKA;kadin-giyim;kadin-ust-giyim;yikama;400;EVET
nubuk-elbi-se-batch4;NUBUK ELBİSE;ozel-temizleme;canta-ayakkabi;kuru-temizleme;2000;EVET
mi-nder-y-z-batch4;MİNDER YÜZÜ;ev-tekstili;mobilya-tekstili;kuru-temizleme;250;EVET
koltuk-rt-s-batch4;KOLTUK ÖRTÜSÜ;ev-tekstili;mobilya-tekstili;kuru-temizleme;500;EVET
banyo-ki-li-mi-batch4;BANYO KİLİMİ;ev-tekstili;hali-kilim;kuru-temizleme;400;EVET
banyo-ki-li-mi-batch4;BANYO KİLİMİ;ev-tekstili;hali-kilim;yikama;400;EVET
yorgan-ku-t-y-batch4;YORGAN KUŞTÜYÜ;ev-tekstili;yatak-takimi;kuru-temizleme;1200;EVET
yorgan-ku-t-y-batch4;YORGAN KUŞTÜYÜ;ev-tekstili;yatak-takimi;yikama;1200;EVET
anta-batch4;ÇANTA;ozel-temizleme;canta-ayakkabi;kuru-temizleme;1000;EVET
anta-batch4;ÇANTA;ozel-temizleme;canta-ayakkabi;yikama;1000;EVET
anta-batch4;ÇANTA;ozel-temizleme;canta-ayakkabi;boyama;2000;HAYIR
anta-deri-batch4;ÇANTA DERİ;ozel-temizleme;canta-ayakkabi;kuru-temizleme;2000;EVET
anta-deri-batch4;ÇANTA DERİ;ozel-temizleme;canta-ayakkabi;yikama;2000;EVET
anta-deri-batch4;ÇANTA DERİ;ozel-temizleme;canta-ayakkabi;boyama;2500;HAYIR
anta-s-et-batch4;ÇANTA SÜET;ozel-temizleme;canta-ayakkabi;kuru-temizleme;2000;EVET
anta-s-et-batch4;ÇANTA SÜET;ozel-temizleme;canta-ayakkabi;yikama;2000;EVET
anta-s-et-batch4;ÇANTA SÜET;ozel-temizleme;canta-ayakkabi;boyama;2500;HAYIR
ayakkabi-batch5;AYAKKABI;ozel-temizleme;canta-ayakkabi;kuru-temizleme;900;EVET
ayakkabi-batch5;AYAKKABI;ozel-temizleme;canta-ayakkabi;yikama;900;EVET
ayakkabi-batch5;AYAKKABI;ozel-temizleme;canta-ayakkabi;lostra;1000;HAYIR
atlet-batch5;ATLET;erkek-giyim;erkek-ust-giyim;kuru-temizleme;200;EVET
atlet-batch5;ATLET;erkek-giyim;erkek-ust-giyim;utuleme;100;HAYIR
atlet-batch5;ATLET;erkek-giyim;erkek-ust-giyim;yikama;200;EVET
deri-ayakkabi-batch5;DERİ AYAKKABI;ozel-temizleme;canta-ayakkabi;kuru-temizleme;1000;EVET
deri-ayakkabi-batch5;DERİ AYAKKABI;ozel-temizleme;canta-ayakkabi;yikama;1000;EVET
deri-ayakkabi-batch5;DERİ AYAKKABI;ozel-temizleme;canta-ayakkabi;lostra;1000;HAYIR
battani-ye-tk-batch5;BATTANİYE TK;ev-tekstili;yatak-takimi;kuru-temizleme;750;EVET
battani-ye-tk-batch5;BATTANİYE TK;ev-tekstili;yatak-takimi;yikama;750;EVET
battani-ye-yun-ck-batch5;BATTANİYE YÜN ÇK;ev-tekstili;yatak-takimi;kuru-temizleme;1000;EVET
battani-ye-yun-ck-batch5;BATTANİYE YÜN ÇK;ev-tekstili;yatak-takimi;yikama;1000;EVET
battani-ye-yun-tk-batch5;BATTANİYE YÜN TK;ev-tekstili;yatak-takimi;kuru-temizleme;1000;EVET
battani-ye-yun-tk-batch5;BATTANİYE YÜN TK;ev-tekstili;yatak-takimi;yikama;1000;EVET
bayrak-batch5;BAYRAK;erkek-giyim;erkek-ust-giyim;kuru-temizleme;500;EVET
bayrak-batch5;BAYRAK;erkek-giyim;erkek-ust-giyim;utuleme;200;HAYIR
bayrak-batch5;BAYRAK;erkek-giyim;erkek-ust-giyim;yikama;500;EVET
bere-batch5;BERE;erkek-giyim;erkek-ust-giyim;kuru-temizleme;150;EVET
bere-batch5;BERE;erkek-giyim;erkek-ust-giyim;utuleme;100;HAYIR
bere-batch5;BERE;erkek-giyim;erkek-ust-giyim;yikama;150;EVET
bermuda-batch5;BERMUDA;erkek-giyim;erkek-alt-giyim;kuru-temizleme;300;EVET
bermuda-batch5;BERMUDA;erkek-giyim;erkek-alt-giyim;utuleme;100;HAYIR
bermuda-batch5;BERMUDA;erkek-giyim;erkek-alt-giyim;yikama;300;EVET
bermuda-deri-batch5;BERMUDA DERİ;ozel-temizleme;canta-ayakkabi;kuru-temizleme;2000;EVET
bermuda-deri-batch5;BERMUDA DERİ;ozel-temizleme;canta-ayakkabi;utuleme;1000;HAYIR
bermuda-deri-batch5;BERMUDA DERİ;ozel-temizleme;canta-ayakkabi;yikama;1000;EVET
bone-batch5;BONE;erkek-giyim;erkek-ust-giyim;kuru-temizleme;150;EVET
bone-batch5;BONE;erkek-giyim;erkek-ust-giyim;utuleme;100;HAYIR
bone-batch5;BONE;erkek-giyim;erkek-ust-giyim;yikama;150;EVET
bra-suti-yen-batch5;BRA / SÜTİYEN;kadin-giyim;kadin-ust-giyim;kuru-temizleme;250;EVET
bra-suti-yen-batch5;BRA / SÜTİYEN;kadin-giyim;kadin-ust-giyim;utuleme;100;HAYIR
bra-suti-yen-batch5;BRA / SÜTİYEN;kadin-giyim;kadin-ust-giyim;yikama;250;EVET
canta-keten-batch5;ÇANTA KETEN;ozel-temizleme;canta-ayakkabi;kuru-temizleme;750;EVET
canta-keten-batch5;ÇANTA KETEN;ozel-temizleme;canta-ayakkabi;yikama;750;EVET
canta-keten-batch5;ÇANTA KETEN;ozel-temizleme;canta-ayakkabi;boyama;750;HAYIR
canta-kuma-batch5;ÇANTA KUMAŞ;ozel-temizleme;canta-ayakkabi;kuru-temizleme;750;EVET
canta-kuma-batch5;ÇANTA KUMAŞ;ozel-temizleme;canta-ayakkabi;yikama;750;EVET
canta-kuma-batch5;ÇANTA KUMAŞ;ozel-temizleme;canta-ayakkabi;boyama;750;HAYIR
ci-cek-batch5;ÇİÇEK;erkek-giyim;erkek-ust-giyim;kuru-temizleme;250;EVET
ci-cek-batch5;ÇİÇEK;erkek-giyim;erkek-ust-giyim;utuleme;100;HAYIR
ci-cek-batch5;ÇİÇEK;erkek-giyim;erkek-ust-giyim;yikama;250;EVET
cicek-yaka-batch5;ÇİÇEK YAKA;erkek-giyim;erkek-ust-giyim;kuru-temizleme;250;EVET
cicek-yaka-batch5;ÇİÇEK YAKA;erkek-giyim;erkek-ust-giyim;utuleme;100;HAYIR
cicek-yaka-batch5;ÇİÇEK YAKA;erkek-giyim;erkek-ust-giyim;yikama;250;EVET
detay-i-leme-batch5;DETAY İŞLEME;erkek-giyim;erkek-ust-giyim;kuru-temizleme;250;EVET
detay-i-leme-batch5;DETAY İŞLEME;erkek-giyim;erkek-ust-giyim;utuleme;100;HAYIR
detay-i-leme-batch5;DETAY İŞLEME;erkek-giyim;erkek-ust-giyim;yikama;250;EVET
dog-um-elbi-sesi-batch5;DOĞUM ELBİSESİ;kadin-giyim;kadin-ust-giyim;kuru-temizleme;750;EVET
dog-um-elbi-sesi-batch5;DOĞUM ELBİSESİ;kadin-giyim;kadin-ust-giyim;utuleme;400;HAYIR
dog-um-elbi-sesi-batch5;DOĞUM ELBİSESİ;kadin-giyim;kadin-ust-giyim;yikama;750;EVET
durumlu-masa-rtus-batch5;DURUMLU MASA ÖRTÜSÜ;ev-tekstili;mobilya-tekstili;kuru-temizleme;500;EVET
durumlu-masa-rtus-batch5;DURUMLU MASA ÖRTÜSÜ;ev-tekstili;mobilya-tekstili;utuleme;300;HAYIR
durumlu-masa-rtus-batch5;DURUMLU MASA ÖRTÜSÜ;ev-tekstili;mobilya-tekstili;yikama;500;EVET
eldi-ven-batch5;ELDİVEN;erkek-giyim;erkek-ust-giyim;kuru-temizleme;150;EVET
eldi-ven-batch5;ELDİVEN;erkek-giyim;erkek-ust-giyim;utuleme;100;HAYIR
eldi-ven-batch5;ELDİVEN;erkek-giyim;erkek-ust-giyim;yikama;150;EVET
esofman-alt-batch5;EŞOFMAN ALT;erkek-giyim;erkek-alt-giyim;kuru-temizleme;300;EVET
esofman-alt-batch5;EŞOFMAN ALT;erkek-giyim;erkek-alt-giyim;utuleme;150;HAYIR
esofman-alt-batch5;EŞOFMAN ALT;erkek-giyim;erkek-alt-giyim;yikama;300;EVET
esofman-ust-batch5;EŞOFMAN ÜST;erkek-giyim;erkek-ust-giyim;kuru-temizleme;350;EVET
esofman-ust-batch5;EŞOFMAN ÜST;erkek-giyim;erkek-ust-giyim;utuleme;125;HAYIR
esofman-ust-batch5;EŞOFMAN ÜST;erkek-giyim;erkek-ust-giyim;yikama;350;EVET
fanila-batch5;FANİLA;erkek-giyim;erkek-ust-giyim;kuru-temizleme;250;EVET
fanila-batch5;FANİLA;erkek-giyim;erkek-ust-giyim;utuleme;100;HAYIR
fanila-batch5;FANİLA;erkek-giyim;erkek-ust-giyim;yikama;250;EVET
fular-batch5;FULAR;erkek-giyim;erkek-ust-giyim;kuru-temizleme;250;EVET
fular-batch5;FULAR;erkek-giyim;erkek-ust-giyim;utuleme;100;HAYIR
fular-batch5;FULAR;erkek-giyim;erkek-ust-giyim;yikama;250;EVET
gardrop-aylık-batch5;GARDROP AYLIK;erkek-giyim;erkek-ust-giyim;kuru-temizleme;2000;EVET
jartiyer-batch5;JARTİYER;kadin-giyim;kadin-ust-giyim;kuru-temizleme;350;EVET
jartiyer-batch5;JARTİYER;kadin-giyim;kadin-ust-giyim;utuleme;100;HAYIR
jartiyer-batch5;JARTİYER;kadin-giyim;kadin-ust-giyim;yikama;350;EVET
jeans-pantolon-batch5;JEANS PANTOLON;erkek-giyim;erkek-alt-giyim;kuru-temizleme;300;EVET
jeans-pantolon-batch5;JEANS PANTOLON;erkek-giyim;erkek-alt-giyim;utuleme;150;HAYIR
jeans-pantolon-batch5;JEANS PANTOLON;erkek-giyim;erkek-alt-giyim;yikama;300;EVET
jeans-pantolon-batch5;JEANS PANTOLON;erkek-giyim;erkek-alt-giyim;boyama;450;HAYIR
kimono-batch5;KİMONO;erkek-giyim;erkek-ust-giyim;kuru-temizleme;750;EVET
kimono-batch5;KİMONO;erkek-giyim;erkek-ust-giyim;utuleme;350;HAYIR
kimono-batch5;KİMONO;erkek-giyim;erkek-ust-giyim;yikama;750;EVET
kravat-papyon-batch5;KRAVAT / PAPYON;erkek-giyim;erkek-ust-giyim;kuru-temizleme;150;EVET
kravat-papyon-batch5;KRAVAT / PAPYON;erkek-giyim;erkek-ust-giyim;utuleme;100;HAYIR
kravat-papyon-batch5;KRAVAT / PAPYON;erkek-giyim;erkek-ust-giyim;yikama;150;EVET
kus-eri-batch5;KUŞAK / KEMERİ;erkek-giyim;erkek-ust-giyim;kuru-temizleme;250;EVET
kus-eri-batch5;KUŞAK / KEMERİ;erkek-giyim;erkek-ust-giyim;utuleme;100;HAYIR
kus-eri-batch5;KUŞAK / KEMERİ;erkek-giyim;erkek-ust-giyim;yikama;250;EVET
mant-lla-batch5;MANTİLLA;erkek-giyim;erkek-ust-giyim;kuru-temizleme;250;EVET
mant-lla-batch5;MANTİLLA;erkek-giyim;erkek-ust-giyim;utuleme;100;HAYIR
mant-lla-batch5;MANTİLLA;erkek-giyim;erkek-ust-giyim;yikama;250;EVET
masa-rtus-batch5;MASA ÖRTÜSÜ;ev-tekstili;mobilya-tekstili;kuru-temizleme;500;EVET
masa-rtus-batch5;MASA ÖRTÜSÜ;ev-tekstili;mobilya-tekstili;utuleme;250;HAYIR
masa-rtus-batch5;MASA ÖRTÜSÜ;ev-tekstili;mobilya-tekstili;yikama;500;EVET
mayo-bikni-batch5;MAYO / BİKİNİ;erkek-giyim;erkek-ust-giyim;kuru-temizleme;250;EVET
