ID,Ürün Adı,Kategori,Alt Kategori,Mevcut Görsel URL,Görsel Kaynağı,Yeni Görsel Dosya Adı,Notlar
yelek-erkek-batch8,YELEK ERKEK,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1618477247222-acbdb0e159b3?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),yelek-erkek-batch8.jpg,Görseli bu isimle kaydedin
yaka-kol-kur-k-batch8,YAKA-KOL KÜRK,ozel-temizleme,canta-ayakkabi,https://images.unsplash.com/photo-1516205651411-aef33a44f7c2?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),yaka-kol-kur-k-batch8.jpg,Görseli bu isimle kaydedin
takim-elbi-se-kadin-batch8,TAKIM ELBİSE KADIN,kadin-giyim,kadin-ust-giyim,https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),takim-elbi-se-kadin-batch8.jpg,Görseli bu isimle kaydedin
takim-elbi-se-erkek-batch8,TAKIM ELBİSE ERKEK,erkek-giyim,erkek-takim-elbise,https://images.unsplash.com/photo-1600850056064-a8b380df8395?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),takim-elbi-se-erkek-batch8.jpg,Görseli bu isimle kaydedin
smokin-erkek-batch8,SMOKİN ERKEK,erkek-giyim,erkek-takim-elbise,https://images.unsplash.com/photo-1555041469-a586c61ea9bc?w=400&auto=format&fit=crop&ixlib=rb-4.0.3,Unsplash (Dış Link),smokin-erkek-batch8.jpg,Görseli bu isimle kaydedin
smokin-kadin-batch8,SMOKİN KADIN,kadin-giyim,kadin-ust-giyim,https://images.unsplash.com/photo-1592853625511-ad0edcc69c07?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),smokin-kadin-batch8.jpg,Görseli bu isimle kaydedin
uyku-tulum-batch8,UYKU TULUM,erkek-giyim,erkek-alt-giyim,https://images.unsplash.com/photo-1607562076644-eaa0a80a3064?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),uyku-tulum-batch8.jpg,Görseli bu isimle kaydedin
terzi-tadi-lat-batch8,TERZİ TADİLAT,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-a1b2c3d4e502f7890?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),terzi-tadi-lat-batch8.jpg,Görseli bu isimle kaydedin
ust-balik-agzi-batch8,ÜST BALIK AĞZI,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),ust-balik-agzi-batch8.jpg,Görseli bu isimle kaydedin
ust-gundu-z-batch8,ÜST GÜNDÜZ,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1472099645785-5658abf4ff4e?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),ust-gundu-z-batch8.jpg,Görseli bu isimle kaydedin
ust-gece-batch8,ÜST GECE,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-f6g7h8i9j003f7890?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),ust-gece-batch8.jpg,Görseli bu isimle kaydedin
ust-japon-yagligi-batch8,ÜST JAPON YAĞLIĞI,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1507003211169?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),ust-japon-yagligi-batch8.jpg,Görseli bu isimle kaydedin
ust-kilot-batch8,ÜST KILOT,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1617171728-5bf6e67dec0a?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),ust-kilot-batch8.jpg,Görseli bu isimle kaydedin
ust-elbise-gece-batch8,ÜST ELBİSE GECE,kadin-giyim,kadin-ust-giyim,https://images.unsplash.com/photo-1612722432474-b971cdcea546?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),ust-elbise-gece-batch8.jpg,Görseli bu isimle kaydedin
ust-elbise-gundu-z-batch8,ÜST ELBİSE GÜNDÜZ,kadin-giyim,kadin-ust-giyim,https://images.unsplash.com/photo-1628009658182-6df033109021?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),ust-elbise-gundu-z-batch8.jpg,Görseli bu isimle kaydedin
perde-oto-daki-l-batch8,PERDE OTO DAKİL,ev-tekstili,perde-tul,https://images.unsplash.com/photo-1581833971358-2c8b550f87b3?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),perde-oto-daki-l-batch8.jpg,Görseli bu isimle kaydedin
perde-evsel-daki-l-batch8,PERDE EVSEL DAKİL,ev-tekstili,perde-tul,https://images.unsplash.com/photo-1524758631624-e2822e304c36?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),perde-evsel-daki-l-batch8.jpg,Görseli bu isimle kaydedin
ust-gundu-z-i-pek-batch8,ÜST GÜNDÜZ İPEK,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1565814329452-e1efa11c5b89?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),ust-gundu-z-i-pek-batch8.jpg,Görseli bu isimle kaydedin
triko-elbi-se-batch8,TRİKO ELBİSE,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1565814329452-e1efa11c5b89?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),triko-elbi-se-batch8.jpg,Görseli bu isimle kaydedin
triko-ceket-batch8,TRİKO CEKET,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1507003211169?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),triko-ceket-batch8.jpg,Görseli bu isimle kaydedin
triko-pantolon-batch8,TRİKO PANTOLON,erkek-giyim,erkek-alt-giyim,https://images.unsplash.com/photo-a1b2c3d4e503f7890?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),triko-pantolon-batch8.jpg,Görseli bu isimle kaydedin
tolek-montuu-batch8,TOLEK MONTUU,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1617127365659-c47fa864d8bc?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),tolek-montuu-batch8.jpg,Görseli bu isimle kaydedin
tuz-depolamalı-ceket-batch8,TUZ DEPOLAMALI CEKET,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1608234807415-564d1455dc07?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),tuz-depolamalı-ceket-batch8.jpg,Görseli bu isimle kaydedin
tula-pantolon-batch8,TULA PANTOLON,erkek-giyim,erkek-alt-giyim,https://images.unsplash.com/photo-1473966968600?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),tula-pantolon-batch8.jpg,Görseli bu isimle kaydedin
tula-elbi-se-batch8,TULA ELBİSE,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=400&auto=format&fit=crop&ixlib=rb-4.0.3,Unsplash (Dış Link),tula-elbi-se-batch8.jpg,Görseli bu isimle kaydedin
tula-ceket-batch8,TULA CEKET,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1594938598668-9bc89d789e3f?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),tula-ceket-batch8.jpg,Görseli bu isimle kaydedin
tula-takim-batch8,TULA TAKIM,erkek-giyim,erkek-takim-elbise,https://images.unsplash.com/photo-1593305841991-05c297ba4575?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),tula-takim-batch8.jpg,Görseli bu isimle kaydedin
tutmal-elbi-se-batch8,TUTMAL ELBİSE,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1609963733027-903686e51c01?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),tutmal-elbi-se-batch8.jpg,Görseli bu isimle kaydedin
tutmal-ceket-batch8,TUTMAL CEKET,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1507003211169?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),tutmal-ceket-batch8.jpg,Görseli bu isimle kaydedin
tutmal-pantolon-batch8,TUTMAL PANTOLON,erkek-giyim,erkek-alt-giyim,https://images.unsplash.com/photo-1473966968600?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),tutmal-pantolon-batch8.jpg,Görseli bu isimle kaydedin
tutmal-takim-batch8,TUTMAL TAKIM,erkek-giyim,erkek-takim-elbise,https://images.unsplash.com/photo-1594938298603?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),tutmal-takim-batch8.jpg,Görseli bu isimle kaydedin
visco-elbi-se-batch8,VİSCO ELBİSE,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1489987707025-afc232f7ea0f?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),visco-elbi-se-batch8.jpg,Görseli bu isimle kaydedin
visco-ceket-batch8,VİSCO CEKET,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1558769132-cb1aea458c5e?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),visco-ceket-batch8.jpg,Görseli bu isimle kaydedin
visco-pantolon-batch8,VİSCO PANTOLON,erkek-giyim,erkek-alt-giyim,https://images.unsplash.com/photo-1576995853123-5a10305d93c0?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),visco-pantolon-batch8.jpg,Görseli bu isimle kaydedin
visco-takim-batch8,VİSCO TAKIM,erkek-giyim,erkek-takim-elbise,https://images.unsplash.com/photo-1594633312681-c3d4e5f6a7b8?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),visco-takim-batch8.jpg,Görseli bu isimle kaydedin
ultra-son-isi-tma-batch8,ULTRA SON ISITMA,ozel-temizleme,canta-ayakkabi,https://images.unsplash.com/photo-1607554621516-6433573e7978?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),ultra-son-isi-tma-batch8.jpg,Görseli bu isimle kaydedin
peluslar-batch9,PELUŞLAR,ev-tekstili,mobilya-tekstili,https://images.unsplash.com/photo-1562040506-a9b32cb51b94?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),peluslar-batch9.jpg,Görseli bu isimle kaydedin
perde-batch9,PERDE,ev-tekstili,perde-tul,https://images.unsplash.com/photo-1699805135173-3087dab73dc9?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),perde-batch9.jpg,Görseli bu isimle kaydedin
perde-i-pek-batch9,PERDE İPEK,ev-tekstili,perde-tul,https://images.unsplash.com/photo-1566041510394-cf7c8fe21800?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),perde-i-pek-batch9.jpg,Görseli bu isimle kaydedin
pi-jama-2-par-batch9,PİJAMA 2 PAR.,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1581338834647-b0fb40704e21?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),pi-jama-2-par-batch9.jpg,Görseli bu isimle kaydedin
pi-jama-2-par-i-pek-batch9,PİJAMA 2 PAR.İPEK,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1607532792764-d99e8d4f0de6?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),pi-jama-2-par-i-pek-batch9.jpg,Görseli bu isimle kaydedin
pi-jama-2-par-saten-batch9,PİJAMA 2 PAR.SATEN,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1524863479829-916d8e77f114?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),pi-jama-2-par-saten-batch9.jpg,Görseli bu isimle kaydedin
pi-jama-alt-batch9,PİJAMA ALT,erkek-giyim,erkek-alt-giyim,https://images.unsplash.com/photo-1473966968600?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),pi-jama-alt-batch9.jpg,Görseli bu isimle kaydedin
pi-jama-tek-parc-batch9,PİJAMA TEK PARÇ.,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1559582930-2d0ec769e767?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),pi-jama-tek-parc-batch9.jpg,Görseli bu isimle kaydedin
pi-jama-ust-batch9,PİJAMA ÜST,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),pi-jama-ust-batch9.jpg,Görseli bu isimle kaydedin
suet-terli-k-batch9,SÜET TERLİK,ozel-temizleme,canta-ayakkabi,https://images.unsplash.com/photo-1524504388940-b1c1722653e1?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),suet-terli-k-batch9.jpg,Görseli bu isimle kaydedin
terli-k-batch9,TERLİK,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1544966503-7cc5ac882d5f?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),terli-k-batch9.jpg,Görseli bu isimle kaydedin
terli-k-deri-batch9,TERLİK DERİ,ozel-temizleme,canta-ayakkabi,https://images.unsplash.com/photo-1560769629-975ec94e6a86?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),terli-k-deri-batch9.jpg,Görseli bu isimle kaydedin
suet-ayakkabi-batch9,SÜET AYAKKABI,ozel-temizleme,canta-ayakkabi,https://images.unsplash.com/photo-1551488831-00ddcb6c6bd3?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),suet-ayakkabi-batch9.jpg,Görseli bu isimle kaydedin
suet-bot-batch9,SÜET BOT,ozel-temizleme,canta-ayakkabi,https://images.unsplash.com/photo-1520639888713-7851133b1ed0?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),suet-bot-batch9.jpg,Görseli bu isimle kaydedin
suet-cizme-batch9,SÜET ÇİZME,ozel-temizleme,canta-ayakkabi,https://images.unsplash.com/photo-1551698618-1dfe5d97d256?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),suet-cizme-batch9.jpg,Görseli bu isimle kaydedin
suet-kovboy-batch9,SÜET KOVBOY,ozel-temizleme,canta-ayakkabi,https://images.unsplash.com/photo-1551488831-00ddcb6c6bd3?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),suet-kovboy-batch9.jpg,Görseli bu isimle kaydedin
suet-sapo-batch9,SÜET ŞAPO,ozel-temizleme,canta-ayakkabi,https://images.unsplash.com/photo-1529958030586-3aae4ca485ff?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),suet-sapo-batch9.jpg,Görseli bu isimle kaydedin
deri-terli-k-batch9,DERİ TERLİK,ozel-temizleme,canta-ayakkabi,https://images.unsplash.com/photo-1553735558-a3c8c8105fc7?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),deri-terli-k-batch9.jpg,Görseli bu isimle kaydedin
deri-ayakkabi-batch9,DERİ AYAKKABI,ozel-temizleme,canta-ayakkabi,https://images.unsplash.com/photo-1549298916-b41d501d3772?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),deri-ayakkabi-batch9.jpg,Görseli bu isimle kaydedin
deri-bot-batch9,DERİ BOT,ozel-temizleme,canta-ayakkabi,https://images.unsplash.com/photo-1552902865-b72c031ac5ea?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),deri-bot-batch9.jpg,Görseli bu isimle kaydedin
deri-cizme-batch9,DERİ ÇİZME,ozel-temizleme,canta-ayakkabi,https://images.unsplash.com/photo-1507003211169?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),deri-cizme-batch9.jpg,Görseli bu isimle kaydedin
deri-kovboy-batch9,DERİ KOVBOY,ozel-temizleme,canta-ayakkabi,https://images.unsplash.com/photo-1578662996442-48f60103fc96?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),deri-kovboy-batch9.jpg,Görseli bu isimle kaydedin
deri-sapo-batch9,DERİ ŞAPO,ozel-temizleme,canta-ayakkabi,https://images.unsplash.com/photo-1521336575822-6da63fb45455?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),deri-sapo-batch9.jpg,Görseli bu isimle kaydedin
sweatshirt-batch9,SWEATSHİRT,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1599585297038-d93bb5a09f33?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),sweatshirt-batch9.jpg,Görseli bu isimle kaydedin
sweatshirt-kapsonlu-batch9,SWEATSHİRT KAPŞONLU,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1583691921979-37e96bb62b5b?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),sweatshirt-kapsonlu-batch9.jpg,Görseli bu isimle kaydedin
tek-taraflı-yuni-form-batch9,TEK TARAFLI YUNİFORM,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1594633312681?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),tek-taraflı-yuni-form-batch9.jpg,Görseli bu isimle kaydedin
ti-fort-batch9,TİFORT,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1594633312681?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),ti-fort-batch9.jpg,Görseli bu isimle kaydedin
ti-k-g-mlek-batch9,TİK GÖMLEK,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1596755094514-f87e34085b2c?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),ti-k-g-mlek-batch9.jpg,Görseli bu isimle kaydedin
tunik-batch9,TUNİK,kadin-giyim,kadin-ust-giyim,https://images.unsplash.com/photo-1582125169590-59f4985fb32a?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),tunik-batch9.jpg,Görseli bu isimle kaydedin
uniform-batch9,UNİFORM,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1594633312681?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),uniform-batch9.jpg,Görseli bu isimle kaydedin
uzun-g-mlek-batch9,UZUN GÖMLEK,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1594633312681?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),uzun-g-mlek-batch9.jpg,Görseli bu isimle kaydedin
vestan-batch9,VESTAN,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1507003211169?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),vestan-batch9.jpg,Görseli bu isimle kaydedin
vi-kose-elbi-se-batch9,VİKOSE ELBİSE,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1581803118522-7b72a50f7e9f?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),vi-kose-elbi-se-batch9.jpg,Görseli bu isimle kaydedin
vi-kose-ceket-batch9,VİKOSE CEKET,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1604135307399-86cbc62ac8ac?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),vi-kose-ceket-batch9.jpg,Görseli bu isimle kaydedin
vi-kose-pantolon-batch9,VİKOSE PANTOLON,erkek-giyim,erkek-alt-giyim,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),vi-kose-pantolon-batch9.jpg,Görseli bu isimle kaydedin
vi-kose-takim-batch9,VİKOSE TAKIM,erkek-giyim,erkek-takim-elbise,https://images.unsplash.com/photo-1725432109876-d4e5f6a7b8c9?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),vi-kose-takim-batch9.jpg,Görseli bu isimle kaydedin
y-n-elbi-se-batch9,YÜN ELBİSE,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1616806841781-e333e21b7341?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),y-n-elbi-se-batch9.jpg,Görseli bu isimle kaydedin
y-n-ceket-batch9,YÜN CEKET,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1544922280-ad14c68bd1fd?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),y-n-ceket-batch9.jpg,Görseli bu isimle kaydedin
y-n-pantolon-batch9,YÜN PANTOLON,erkek-giyim,erkek-alt-giyim,https://images.unsplash.com/photo-1594633312681-425c7b97ccd1?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),y-n-pantolon-batch9.jpg,Görseli bu isimle kaydedin
y-n-takim-batch9,YÜN TAKIM,erkek-giyim,erkek-takim-elbise,https://images.unsplash.com/photo-1489987707025-afc232f7ea0f?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),y-n-takim-batch9.jpg,Görseli bu isimle kaydedin
yatak-ortus-single-batch9,YATAK ÖRTÜS SİNGLE,ev-tekstili,yatak-takimi,https://images.unsplash.com/photo-1505693416388-ac5ce068fe85?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),yatak-ortus-single-batch9.jpg,Görseli bu isimle kaydedin
yatak-ortus-double-batch9,YATAK ÖRTÜS DOUBLE,ev-tekstili,yatak-takimi,https://images.unsplash.com/photo-1540932239986-30128078f3c5?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),yatak-ortus-double-batch9.jpg,Görseli bu isimle kaydedin
yastik-duz-batch9,YASTIK DÜZ,ev-tekstili,yatak-takimi,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),yastik-duz-batch9.jpg,Görseli bu isimle kaydedin
yastik-nakı-li-batch9,YASTIK NAKIŞLI,ev-tekstili,yatak-takimi,https://images.unsplash.com/photo-1522771739844-6a9f6d5f14af?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),yastik-nakı-li-batch9.jpg,Görseli bu isimle kaydedin
yastik-saten-batch9,YASTIK SATEN,ev-tekstili,yatak-takimi,https://images.unsplash.com/photo-1524863479829-916d8e77f114?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),yastik-saten-batch9.jpg,Görseli bu isimle kaydedin
yastik-i-pek-batch9,YASTIK İPEK,ev-tekstili,yatak-takimi,https://images.unsplash.com/photo-1505693416388-ac5ce068fe85?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),yastik-i-pek-batch9.jpg,Görseli bu isimle kaydedin
zip-pantolon-batch9,ZİP PANTOLON,erkek-giyim,erkek-alt-giyim,https://images.unsplash.com/photo-1598300042247-d088f8ab3a91?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),zip-pantolon-batch9.jpg,Görseli bu isimle kaydedin
zip-g-mlek-batch9,ZİP GÖMLEK,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1594633312681?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),zip-g-mlek-batch9.jpg,Görseli bu isimle kaydedin
zip-ceket-batch9,ZİP CEKET,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1496747611176-843222e1e57c?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),zip-ceket-batch9.jpg,Görseli bu isimle kaydedin
zip-elbi-se-batch9,ZİP ELBİSE,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1594633312681?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),zip-elbi-se-batch9.jpg,Görseli bu isimle kaydedin
zip-takim-batch9,ZİP TAKIM,erkek-giyim,erkek-takim-elbise,https://images.unsplash.com/photo-1562157873-818bc0726f68?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),zip-takim-batch9.jpg,Görseli bu isimle kaydedin
zip-mont-batch9,ZİP MONT,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),zip-mont-batch9.jpg,Görseli bu isimle kaydedin
zip-kaban-batch9,ZİP KABAN,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1507003211169?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),zip-kaban-batch9.jpg,Görseli bu isimle kaydedin
zip-sweatshirt-batch9,ZİP SWEATSHİRT,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1612832020347-b89c38293dd6?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),zip-sweatshirt-batch9.jpg,Görseli bu isimle kaydedin
zoom-elbi-se-batch9,ZOOM ELBİSE,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1554898291-1541914077c5?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),zoom-elbi-se-batch9.jpg,Görseli bu isimle kaydedin
zoom-ceket-batch9,ZOOM CEKET,erkek-giyim,erkek-ust-giyim,https://images.unsplash.com/photo-1580357954932-9ab60251977c?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),zoom-ceket-batch9.jpg,Görseli bu isimle kaydedin
zoom-pantolon-batch9,ZOOM PANTOLON,erkek-giyim,erkek-alt-giyim,https://images.unsplash.com/photo-1562157873-818bc0726f68?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),zoom-pantolon-batch9.jpg,Görseli bu isimle kaydedin
zoom-takim-batch9,ZOOM TAKIM,erkek-giyim,erkek-takim-elbise,https://images.unsplash.com/photo-1594938298603?w=400&auto=format&fm=webp&q=75,Unsplash (Dış Link),zoom-takim-batch9.jpg,Görseli bu isimle kaydedin
