url,page_type,file_path,current_title,target_title,current_meta,target_meta,improvements_needed,priority,estimated_hours,impact_score,tasks,has_schema,phone_ctas,whatsapp_ctas,migration_status
https://dryallekurutemizleme.com/,Homepage,/Users/macos/Documents/Projeler/DryAlle/index.html,Kuru Temizleme Halı Yıkama Koltuk Yıkama İstanbul Kadıköy Ataşehir | Dry Alle,Kuru Temizleme Halı Yıkama Koltuk Yıkama İstanbul Kadıköy Ataşehir | Dry Alle,İstanbul,"İstanbul Anadolu Yakası'nda 25 yıllık deneyimle kuru temizleme, halı yıkama, koltuk yıkama hizmeti. Kadıköy ve Ataşehir'e ücretsiz teslimat. Hemen arayın!",2,High,0.5,45.0,Optimize meta description,True,4,3,Pending
https://dryallekurutemizleme.com/hizmetler/kuru-temizleme.html,Service Page,/Users/macos/Documents/Projeler/DryAlle/hizmetler/kuru-temizleme.html,Kuru Temizleme Hizmeti İstanbul Kadıköy Ataşehir | Dry Alle Kuru Temizleme,Kuru Temizleme İstanbul Kadıköy Ataşehir | Dry Alle,İstanbul Kadıköy ve Ataşehir,"İstanbul Kadıköy ve Ataşehir'de profesyonel kuru temizleme hizmeti. 25 yıllık deneyim, ücretsiz teslimat. Anadolu Yakası'nın tüm semtlerine hizmet.",4,High,3.0,132.5,Optimize meta description; Add WhatsApp CTAs; Add loading attributes to images,True,3,0,Pending
https://dryallekurutemizleme.com/hizmetler/hali-yikama.html,Service Page,/Users/macos/Documents/Projeler/DryAlle/hizmetler/hali-yikama.html,Halı Yıkama Hizmeti İstanbul Kadıköy Ataşehir | Dry Alle Kuru Temizleme,Halı Yıkama İstanbul Kadıköy Ataşehir | Dry Alle,İstanbul Kadıköy ve Ataşehir,"İstanbul Kadıköy ve Ataşehir'de profesyonel halı yıkama hizmeti. 25 yıllık deneyim, ücretsiz teslimat. Anadolu Yakası'nın tüm semtlerine hizmet.",4,High,3.0,132.5,Optimize meta description; Add WhatsApp CTAs; Add loading attributes to images,True,3,0,Pending
https://dryallekurutemizleme.com/hizmetler/koltuk-yikama.html,Service Page,/Users/macos/Documents/Projeler/DryAlle/hizmetler/koltuk-yikama.html,Koltuk Yıkama Hizmeti İstanbul Kadıköy Ataşehir | Dry Alle Kuru Temizleme,Koltuk Yıkama İstanbul Kadıköy Ataşehir | Dry Alle,İstanbul Kadıköy ve Ataşehir,"İstanbul Kadıköy ve Ataşehir'de profesyonel koltuk yıkama hizmeti. 25 yıllık deneyim, ücretsiz teslimat. Anadolu Yakası'nın tüm semtlerine hizmet.",4,High,3.0,132.5,Optimize meta description; Add WhatsApp CTAs; Add loading attributes to images,True,3,0,Pending
https://dryallekurutemizleme.com/hizmetler/perde-temizleme.html,Service Page,/Users/macos/Documents/Projeler/DryAlle/hizmetler/perde-temizleme.html,Perde Temizleme İstanbul Acıbadem Suadiye | Dry Alle Kuru Temizleme,Perde Temizleme İstanbul Kadıköy Ataşehir | Dry Alle,İstanbul,"İstanbul Kadıköy ve Ataşehir'de profesyonel perde temizleme hizmeti. 25 yıllık deneyim, ücretsiz teslimat. Anadolu Yakası'nın tüm semtlerine hizmet.",4,High,3.0,132.5,Optimize meta description; Add WhatsApp CTAs; Add loading attributes to images,True,3,0,Pending
https://dryallekurutemizleme.com/hizmetler/ev-tekstili-temizligi.html,Service Page,/Users/macos/Documents/Projeler/DryAlle/hizmetler/ev-tekstili-temizligi.html,Ev Tekstili Temizliği İstanbul Acıbadem Suadiye | Dry Alle Kuru Temizleme,Ev Tekstili Temizliği İstanbul Kadıköy Ataşehir | Dry Alle,İstanbul,"İstanbul Kadıköy ve Ataşehir'de profesyonel ev tekstili temizliği hizmeti. 25 yıllık deneyim, ücretsiz teslimat. Anadolu Yakası'nın tüm semtlerine hizmet.",4,High,3.0,132.5,Optimize meta description; Add WhatsApp CTAs; Add loading attributes to images,True,3,0,Pending
https://dryallekurutemizleme.com/hizmetler/canta-temizleme.html,Service Page,/Users/macos/Documents/Projeler/DryAlle/hizmetler/canta-temizleme.html,Çanta Temizleme İstanbul Acıbadem Suadiye | Dry Alle Kuru Temizleme,Çanta Temizleme İstanbul Kadıköy Ataşehir | Dry Alle,İstanbul,"İstanbul Kadıköy ve Ataşehir'de profesyonel çanta temizleme hizmeti. 25 yıllık deneyim, ücretsiz teslimat. Anadolu Yakası'nın tüm semtlerine hizmet.",5,High,4.0,195.0,Optimize meta description; Add WhatsApp CTAs; Add schema markup; Add loading attributes to images,False,3,0,Pending
https://dryallekurutemizleme.com/hizmetler/kumas-deri-boyama.html,Service Page,/Users/macos/Documents/Projeler/DryAlle/hizmetler/kumas-deri-boyama.html,Kumaş ve Deri Boyama İstanbul Acıbadem Suadiye | Dry Alle Kuru Temizleme,Kumaş Deri Boyama İstanbul Kadıköy Ataşehir | Dry Alle,İstanbul,"İstanbul Kadıköy ve Ataşehir'de profesyonel kumaş deri boyama hizmeti. 25 yıllık deneyim, ücretsiz teslimat. Anadolu Yakası'nın tüm semtlerine hizmet.",4,High,3.0,132.5,Optimize meta description; Add WhatsApp CTAs; Add loading attributes to images,True,3,0,Pending
https://dryallekurutemizleme.com/hizmetler/lostra-hizmeti.html,Service Page,/Users/macos/Documents/Projeler/DryAlle/hizmetler/lostra-hizmeti.html,Lostra Hizmeti İstanbul Acıbadem Suadiye | Dry Alle Kuru Temizleme,Lostra Hizmeti İstanbul Kadıköy Ataşehir | Dry Alle,İstanbul,"İstanbul Kadıköy ve Ataşehir'de profesyonel lostra hizmeti hizmeti. 25 yıllık deneyim, ücretsiz teslimat. Anadolu Yakası'nın tüm semtlerine hizmet.",5,High,4.0,195.0,Optimize meta description; Add WhatsApp CTAs; Add schema markup; Add loading attributes to images,False,3,0,Pending
https://dryallekurutemizleme.com/hizmetler/utu-hizmetleri.html,Service Page,/Users/macos/Documents/Projeler/DryAlle/hizmetler/utu-hizmetleri.html,Ütü Hizmetleri İstanbul Acıbadem Suadiye | Dry Alle Kuru Temizleme,Ütü Hizmetleri İstanbul Kadıköy Ataşehir | Dry Alle,İstanbul,"İstanbul Kadıköy ve Ataşehir'de profesyonel ütü hizmetleri hizmeti. 25 yıllık deneyim, ücretsiz teslimat. Anadolu Yakası'nın tüm semtlerine hizmet.",5,High,4.0,195.0,Optimize meta description; Add WhatsApp CTAs; Add schema markup; Add loading attributes to images,False,3,0,Pending
https://dryallekurutemizleme.com/bolgeler/kadikoy/moda-koltuk-yikama.html,Location Landing,/Users/macos/Documents/Projeler/DryAlle/bolgeler/kadikoy/moda-koltuk-yikama.html,,Moda Koltuk Yıkama | Kadıköy | Dry Alle,,"Moda koltuk yıkama için kapıdan alım, hızlı teslim, lüks kumaş uzmanlığı. 25 yıllık deneyim ile güvenilir hizmet. Hemen arayın!",0,Medium,1.0,25.0,Add schema markup,False,0,0,Pending
https://dryallekurutemizleme.com/bolgeler/kadikoy/fenerbahce-kuru-temizleme.html,Location Landing,/Users/macos/Documents/Projeler/DryAlle/bolgeler/kadikoy/fenerbahce-kuru-temizleme.html,,Fenerbahçe Kuru Temizleme | Kadıköy | Dry Alle,,"Fenerbahçe kuru temizleme için kapıdan alım, hızlı teslim, lüks kumaş uzmanlığı. 25 yıllık deneyim ile güvenilir hizmet. Hemen arayın!",0,Medium,1.0,25.0,Add schema markup,False,0,0,Pending
https://dryallekurutemizleme.com/bolgeler/kadikoy/camlica-kuru-temizleme.html,Location Landing,/Users/macos/Documents/Projeler/DryAlle/bolgeler/kadikoy/camlica-kuru-temizleme.html,,Çamlıca Kuru Temizleme | Kadıköy | Dry Alle,,"Çamlıca kuru temizleme için kapıdan alım, hızlı teslim, lüks kumaş uzmanlığı. 25 yıllık deneyim ile güvenilir hizmet. Hemen arayın!",0,Medium,1.0,25.0,Add schema markup,False,0,0,Pending
https://dryallekurutemizleme.com/bolgeler/kadikoy/goztepe-hali-yikama.html,Location Landing,/Users/macos/Documents/Projeler/DryAlle/bolgeler/kadikoy/goztepe-hali-yikama.html,,Göztepe Halı Yıkama | Kadıköy | Dry Alle,,"Göztepe halı yıkama için kapıdan alım, hızlı teslim, lüks kumaş uzmanlığı. 25 yıllık deneyim ile güvenilir hizmet. Hemen arayın!",0,Medium,1.0,25.0,Add schema markup,False,0,0,Pending
https://dryallekurutemizleme.com/bolgeler/kadikoy/erenkoy-hali-yikama.html,Location Landing,/Users/macos/Documents/Projeler/DryAlle/bolgeler/kadikoy/erenkoy-hali-yikama.html,,Erenköy Halı Yıkama | Kadıköy | Dry Alle,,"Erenköy halı yıkama için kapıdan alım, hızlı teslim, lüks kumaş uzmanlığı. 25 yıllık deneyim ile güvenilir hizmet. Hemen arayın!",0,Medium,1.0,25.0,Add schema markup,False,0,0,Pending
https://dryallekurutemizleme.com/bolgeler/kadikoy/suadiye-hali-yikama.html,Location Landing,/Users/macos/Documents/Projeler/DryAlle/bolgeler/kadikoy/suadiye-hali-yikama.html,,Suadiye Halı Yıkama | Kadıköy | Dry Alle,,"Suadiye halı yıkama için kapıdan alım, hızlı teslim, lüks kumaş uzmanlığı. 25 yıllık deneyim ile güvenilir hizmet. Hemen arayın!",0,Medium,1.0,25.0,Add schema markup,False,0,0,Pending
https://dryallekurutemizleme.com/bolgeler/kadikoy/caddebostan-hali-yikama.html,Location Landing,/Users/macos/Documents/Projeler/DryAlle/bolgeler/kadikoy/caddebostan-hali-yikama.html,,Caddebostan Halı Yıkama | Kadıköy | Dry Alle,,"Caddebostan halı yıkama için kapıdan alım, hızlı teslim, lüks kumaş uzmanlığı. 25 yıllık deneyim ile güvenilir hizmet. Hemen arayın!",0,Medium,1.0,25.0,Add schema markup,False,0,0,Pending
https://dryallekurutemizleme.com/bolgeler/kadikoy/bostanci-koltuk-yikama.html,Location Landing,/Users/macos/Documents/Projeler/DryAlle/bolgeler/kadikoy/bostanci-koltuk-yikama.html,,Bostancı Koltuk Yıkama | Kadıköy | Dry Alle,,"Bostancı koltuk yıkama için kapıdan alım, hızlı teslim, lüks kumaş uzmanlığı. 25 yıllık deneyim ile güvenilir hizmet. Hemen arayın!",0,Medium,1.0,25.0,Add schema markup,False,0,0,Pending
https://dryallekurutemizleme.com/bolgeler/kadikoy/kalamis-koltuk-yikama.html,Location Landing,/Users/macos/Documents/Projeler/DryAlle/bolgeler/kadikoy/kalamis-koltuk-yikama.html,,Kalamış Koltuk Yıkama | Kadıköy | Dry Alle,,"Kalamış koltuk yıkama için kapıdan alım, hızlı teslim, lüks kumaş uzmanlığı. 25 yıllık deneyim ile güvenilir hizmet. Hemen arayın!",0,Medium,1.0,25.0,Add schema markup,False,0,0,Pending
https://dryallekurutemizleme.com/bolgeler/kadikoy/fikirtepe-koltuk-yikama.html,Location Landing,/Users/macos/Documents/Projeler/DryAlle/bolgeler/kadikoy/fikirtepe-koltuk-yikama.html,,Fikirtepe Koltuk Yıkama | Kadıköy | Dry Alle,,"Fikirtepe koltuk yıkama için kapıdan alım, hızlı teslim, lüks kumaş uzmanlığı. 25 yıllık deneyim ile güvenilir hizmet. Hemen arayın!",0,Medium,1.0,25.0,Add schema markup,False,0,0,Pending
https://dryallekurutemizleme.com/bolgeler/atasehir/merkez-hali-yikama.html,Location Landing,/Users/macos/Documents/Projeler/DryAlle/bolgeler/atasehir/merkez-hali-yikama.html,,Ataşehir Halı Yıkama | Ataşehir | Dry Alle,,"Ataşehir halı yıkama için kapıdan alım, hızlı teslim, lüks kumaş uzmanlığı. 25 yıllık deneyim ile güvenilir hizmet. Hemen arayın!",0,Medium,1.0,25.0,Add schema markup,False,0,0,Pending
https://dryallekurutemizleme.com/bolgeler/atasehir/kucukbakkalkoy-hali-yikama.html,Location Landing,/Users/macos/Documents/Projeler/DryAlle/bolgeler/atasehir/kucukbakkalkoy-hali-yikama.html,,Küçükbakkalköy Halı Yıkama | Ataşehir | Dry Alle,,"Küçükbakkalköy halı yıkama için kapıdan alım, hızlı teslim, lüks kumaş uzmanlığı. 25 yıllık deneyim ile güvenilir hizmet. Hemen arayın!",0,Medium,1.0,25.0,Add schema markup,False,0,0,Pending
https://dryallekurutemizleme.com/bolgeler/atasehir/barbaros-koltuk-yikama.html,Location Landing,/Users/macos/Documents/Projeler/DryAlle/bolgeler/atasehir/barbaros-koltuk-yikama.html,,Barbaros Koltuk Yıkama | Ataşehir | Dry Alle,,"Barbaros koltuk yıkama için kapıdan alım, hızlı teslim, lüks kumaş uzmanlığı. 25 yıllık deneyim ile güvenilir hizmet. Hemen arayın!",0,Medium,1.0,25.0,Add schema markup,False,0,0,Pending
https://dryallekurutemizleme.com/blog/,Blog Hub,/Users/macos/Documents/Projeler/DryAlle/blog,,Kuru Temizleme Blog | Dry Alle Kuru Temizleme İstanbul,,"Kuru temizleme, halı yıkama, koltuk temizleme ve tekstil bakımı hakkında uzman tavsiyeleri. İstanbul Anadolu Yakası'nda 25 yıllık deneyim.",0,Medium,1.0,25.0,Add schema markup,False,0,0,Pending
https://dryallekurutemizleme.com/blog/kuru-temizleme/,Blog Category,/Users/macos/Documents/Projeler/DryAlle/blog/kuru-temizleme,,Kuru Temizleme Blog | İstanbul Anadolu Yakası Kuru Temizleme Rehberleri,,İstanbul Anadolu Yakası kuru temizleme hakkında uzman rehberleri ve tavsiyeleri. Profesyonel bakım ipuçları ve hizmet bilgileri.,0,Medium,1.0,25.0,Add schema markup,False,0,0,Pending
https://dryallekurutemizleme.com/blog/hali-yikama/,Blog Category,/Users/macos/Documents/Projeler/DryAlle/blog/hali-yikama,,Halı Yıkama Blog | İstanbul Anadolu Yakası Halı Yıkama Rehberleri,,İstanbul Anadolu Yakası halı yıkama hakkında uzman rehberleri ve tavsiyeleri. Profesyonel bakım ipuçları ve hizmet bilgileri.,0,Medium,1.0,25.0,Add schema markup,False,0,0,Pending
https://dryallekurutemizleme.com/blog/koltuk-yikama/,Blog Category,/Users/macos/Documents/Projeler/DryAlle/blog/koltuk-yikama,,Koltuk Yıkama Blog | İstanbul Anadolu Yakası Koltuk Yıkama Rehberleri,,İstanbul Anadolu Yakası koltuk yıkama hakkında uzman rehberleri ve tavsiyeleri. Profesyonel bakım ipuçları ve hizmet bilgileri.,0,Medium,1.0,25.0,Add schema markup,False,0,0,Pending
https://dryallekurutemizleme.com/blog/perde-temizleme/,Blog Category,/Users/macos/Documents/Projeler/DryAlle/blog/perde-temizleme,,Perde Temizleme Blog | İstanbul Anadolu Yakası Perde Temizleme Rehberleri,,İstanbul Anadolu Yakası perde temizleme hakkında uzman rehberleri ve tavsiyeleri. Profesyonel bakım ipuçları ve hizmet bilgileri.,0,Medium,1.0,25.0,Add schema markup,False,0,0,Pending
https://dryallekurutemizleme.com/blog/ev-tekstili/,Blog Category,/Users/macos/Documents/Projeler/DryAlle/blog/ev-tekstili,,Ev Tekstili Blog | İstanbul Anadolu Yakası Ev Tekstili Rehberleri,,İstanbul Anadolu Yakası ev tekstili hakkında uzman rehberleri ve tavsiyeleri. Profesyonel bakım ipuçları ve hizmet bilgileri.,0,Medium,1.0,25.0,Add schema markup,False,0,0,Pending
https://dryallekurutemizleme.com/blog/canta-temizleme/,Blog Category,/Users/macos/Documents/Projeler/DryAlle/blog/canta-temizleme,,Çanta Temizleme Blog | İstanbul Anadolu Yakası Çanta Temizleme Rehberleri,,İstanbul Anadolu Yakası çanta temizleme hakkında uzman rehberleri ve tavsiyeleri. Profesyonel bakım ipuçları ve hizmet bilgileri.,0,Medium,1.0,25.0,Add schema markup,False,0,0,Pending
https://dryallekurutemizleme.com/blog/lostra-hizmeti/,Blog Category,/Users/macos/Documents/Projeler/DryAlle/blog/lostra-hizmeti,,Lostra Hizmeti Blog | İstanbul Anadolu Yakası Lostra Hizmeti Rehberleri,,İstanbul Anadolu Yakası lostra hizmeti hakkında uzman rehberleri ve tavsiyeleri. Profesyonel bakım ipuçları ve hizmet bilgileri.,0,Medium,1.0,25.0,Add schema markup,False,0,0,Pending
https://dryallekurutemizleme.com/blog/kumas-deri-boyama/,Blog Category,/Users/macos/Documents/Projeler/DryAlle/blog/kumas-deri-boyama,,Kumaş Deri Boyama Blog | İstanbul Anadolu Yakası Kumaş Deri Boyama Rehberleri,,İstanbul Anadolu Yakası kumaş deri boyama hakkında uzman rehberleri ve tavsiyeleri. Profesyonel bakım ipuçları ve hizmet bilgileri.,0,Medium,1.0,25.0,Add schema markup,False,0,0,Pending
https://dryallekurutemizleme.com/blog/utu-hizmetleri/,Blog Category,/Users/macos/Documents/Projeler/DryAlle/blog/utu-hizmetleri,,Ütü Hizmetleri Blog | İstanbul Anadolu Yakası Ütü Hizmetleri Rehberleri,,İstanbul Anadolu Yakası ütü hizmetleri hakkında uzman rehberleri ve tavsiyeleri. Profesyonel bakım ipuçları ve hizmet bilgileri.,0,Medium,1.0,25.0,Add schema markup,False,0,0,Pending
